"KOODIARVO","NIMI_FI","NIMI_SV","ALKUPVM","LOPPUPVM"
"94240","Makuuvaununhoitaja","Sovvagnsföljerska",19.5.2011,
"03218","Psykologian, kasvatusopin ja filosofian opettaja","Lärare i psykologi, pedagogik och filosofi",19.5.2011,
"94250","Ikkunanpesijä","Fönsterputsare",19.5.2011,
"94260","Rakennussiivooja","Byggnadsstädare",19.5.2011,
"94290","Muut siivoojat","Övriga städare",19.5.2011,
"94290","Siivooja (yksityiskoti)","Städare (privathushåll)",19.5.2011,
"949","Muu kiinteistönhoito- ja siivoustyö","Övrig fastighetsskötsel och städning",19.5.2011,
"94910","Puhdistustyöntekijä","Renhållningsarbetare",19.5.2011,
"94910","Jäteautonkuljettajan apulainen","Hjälpkarl till sopbilsförare",19.5.2011,
"94910","Kadunlakaisija","Gatusopare",19.5.2011,
"94910","Puhtaanapito-osaston työntekijä","Renhållningsavdelningsarbetare",19.5.2011,
"94990","Muut kiinteistönhoidon- ja siivoustyön tekijät","Övriga inom fastighetsskötsel och städning",19.5.2011,
"03219","Äidinkielen opettaja (suomi)","Modersmålslärare (finska)",19.5.2011,
"95","Kauneudenhoito ja hygienia","Skönhetsvård och hygien",19.5.2011,
"951","Kampaajat, kauneudenhoitajat","Frisörer, kosmetologer",19.5.2011,
"95110","Kampaaja","Damfrisör",19.5.2011,
"95120","Parturi","Herrfrisör/Barberare",19.5.2011,
"95125","Parturi-kampaaja","Herr-damfrisör",19.5.2011,
"95130","Kosmetologi","Kosmetolog",19.5.2011,
"95130","Solariumhoitolaitoksen työntekijä","Medhjälpare vid solarium",19.5.2011,
"95140","Manikyristi","Manikurist",19.5.2011,
"95150","Peruukintekijä","Perukmakare",19.5.2011,
"03220","Suomen kielen opettaja","Lärare i finska",19.5.2011,
"95190","Muut kampaajat ja kauneudenhoitajat","Övriga frisörer och skönhetsvårdsassistenter",19.5.2011,
"959","Muu kauneudenhoitotyö","Övrig skönhetsvård",19.5.2011,
"95990","Muut kauneudenhoitotyöntekijät","Övriga inom skönhetsvård",19.5.2011,
"96","Pesula","Tvätteri",19.5.2011,
"961","Pesulatyöntekijät","Tvätteriarbetare",19.5.2011,
"96110","Pesulan- ja pesulamyymälänhoitaja","Tvättföreståndare (tvätteriföreståndare)",19.5.2011,
"96110","Pesulaesimies","Tvätteriförman",19.5.2011,
"96110","Pesulamestari","Tvättmästare",19.5.2011,
"96120","Pesula- ja pesulamyymälätyöntekijä","Tvätteriarbetare o. kundbetjäningsanställd",19.5.2011,
"03221","Äidinkielen opettaja (ruotsi)","Lärare i modersmål (svenska)",19.5.2011,
"96120","Konepesijä","Maskintvättare",19.5.2011,
"96120","Pesula-apulainen","Tvättbiträde",19.5.2011,
"96120","Pyykkäri","Bykerska/Tvätterska",19.5.2011,
"96120","Koneenhoitaja (pesula)","Tvättmaskinskötare (tvätteri)",19.5.2011,
"96190","Muut pesulatyöntekijät","Övriga tvätteriarbetare",19.5.2011,
"96190","Lajittelija (pesula)","Sorterare (tvätteri)",19.5.2011,
"96190","Merkitsijä (pesula)","Märkerska (tvätteri)",19.5.2011,
"96190","Tahranpoistaja","Detachör/Fläckborttagerska",19.5.2011,
"962","Prässääjät, silittäjät","Pressare, strykare",19.5.2011,
"96210","Prässääjä","Pressare",19.5.2011,
"03222","Ruotsin kielen opettaja","Lärare i svenska",19.5.2011,
"96210","Koneprässääjä","Maskinpressare",19.5.2011,
"96220","Silittäjä (pesula)","Strykare (tvätteri)",19.5.2011,
"96290","Muut prässääjät ja silittäjät","Övriga pressare och strykare",19.5.2011,
"96290","Mankeliapulainen","Manglarbiträde",19.5.2011,
"96290","Mankeloija","Manglerska",19.5.2011,
"96290","Pliseeraaja","Plisserare",19.5.2011,
"969","Muu pesulatyö","Övrigt tvättararbete",19.5.2011,
"96990","Muut pesulatyöntekijät","Övriga tvättararbetare",19.5.2011,
"96990","Kokolattiamatonpesijä","Tvättare av heltäckningsmatta",19.5.2011,
"96990","Matonpesijä","Mattvättare",19.5.2011,
"03223","Saamen kielen opettaja","Lärare i samiska",19.5.2011,
"97","Matkailupalvelu","Turistnäringen",19.5.2011,
"03224","Englannin kielen opettaja","Lärare i engelska",19.5.2011,
"979","Muu matkailupalvelutyö","Övrig turistnäring",19.5.2011,
"97990","Muut matkailupalvelutyötä tekevät","Övriga utövare av turistservice",19.5.2011,
"03225","Saksan kielen opettaja","Lärare i tyska",19.5.2011,
"99","Muut palvelut","Övriga tjänster",19.5.2011,
"03226","Ranskan kielen opettaja","Lärare i franska",19.5.2011,
"992","Hautauspalvelutyöntekijät","Begravningsbyråpersonal",19.5.2011,
"03227","Venäjän kielen opettaja","Lärare i ryska",19.5.2011,
"99210","Hautausurakoitsija","Begravningsentreprenör",19.5.2011,
"99210","Hautaustoimiston hoitaja","Begravningsbyråföreståndare",19.5.2011,
"99220","Hautaustoimiston apulainen","Begravningsbyråtjänsteman",19.5.2011,
"99290","Muut hautauspalvelutyöntekijät","Övrig begravningsbyråpersonal",19.5.2011,
"99290","Haudankaivaja","Gravgrävare",19.5.2011,
"00160","Rationaalistamisinsinööri (rakennus)","Rationaliseringsingenjör (byggnad)",19.5.2011,
"99290","Krematorioapulainen","Krematoriebiträde",19.5.2011,
"99290","Palsamoija","Balsamerare",19.5.2011,
"999","Muu palvelutyö","Övrigt servicearbete",19.5.2011,
"99910","Hissinkuljettaja","Hissförare",19.5.2011,
"99920","Eteisvahtimestari","Tamburvaktmästare",19.5.2011,
"03228","Klassisten kielten opettaja","Lärare i klassiska språk",19.5.2011,
"99920","Ravintolan vahtimestari","Restaurangvaktmästare",19.5.2011,
"99920","Vaatenaulakon hoitaja","Garderobiär/Garderobvaktmästare",19.5.2011,
"99940","Elokuvateatterin vahtimestari","Biografvaktmästare",19.5.2011,
"99940","Lipunvastaanottaja","Biljettmottagare",19.5.2011,
"03229","Muiden vieraiden kielten opettaja","Lärare i andra främmande språk",19.5.2011,
"99940","Paikannäyttäjä","Platsvisare",19.5.2011,
"99950","Malli","Modell",19.5.2011,
"99980","Kengänkiillottaja","Skoputsare",19.5.2011,
"99990","Muut palvelutyöntekijät","Övrig servicepersonal",19.5.2011,
"99990","Ilmoitusten kiinnittäjä","Affischklistrare",19.5.2011,
"99990","Julisteen kantaja","Affischbärare",19.5.2011,
"99990","Käymälän hoitaja","WC-förestådare/Toalettföreståndare",19.5.2011,
"03230","Musiikinopettaja","Musiklärare",19.5.2011,
"X","Ammatteihin luokittelemattomat ryhmät","Arbete ej hänförbart till annat yrkesområde",19.5.2011,
"X1","Koululaiset ja opiskelijat","Skolelever och studerande",19.5.2011,
"X11","Koululaiset","Skolelever",19.5.2011,
"X1110","Peruskoululainen","Grundskoleelev",19.5.2011,
"X1110","Koululainen (perusaste)","Grundskoleelev",19.5.2011,
"X1120","Lukioasteen koululainen","Gymnasieelev",19.5.2011,
"X1120","Koululainen (lukio)","Gymnasieelev",19.5.2011,
"X12","Opiskelijat","Studerande",19.5.2011,
"X1210","Kouluasteen opiskelija","Studerande på skolnivå",19.5.2011,
"X1210","Opiskelija (kouluaste)","Studerande på skolnivå",19.5.2011,
"03230","Laulunopettaja","Sånglärare",19.5.2011,
"X1220","Opistoasteen opiskelija","Studerande på institutnivå",19.5.2011,
"X1220","Opiskelija (opistoaste)","Studerande på institutnivå",19.5.2011,
"X1230","Korkeakouluopiskelija (alempi tutkinto)","Högskolestuderande (lägre examen)",19.5.2011,
"X1230","Opiskelija (korkeakoulu, alempi tutkinto)","Högskolestuderande (lägre examen)",19.5.2011,
"X1240","Korkeakouluopiskelija (ylempi tutkinto)","Högskolestuderande (högre examen)",19.5.2011,
"X1240","Opiskelija (korkeakoulu, ylempi tutkinto)","Högskolestuderande (högre examen)",19.5.2011,
"X2","Ammattia ei voida luokitella tai se on tuntematon","Personer med ej identifierbara yrken och utan yrke",19.5.2011,
"X21","Ammattia ei voida luokitella","Personer med ej identifierbara yrken och utan yrke",19.5.2011,
"X2110","Ei ammattia","Person utan yrke",19.5.2011,
"X2120","Ammattia ei voida määritellä","Person med ej angivet yrke eller ej identifierbart",19.5.2011,
"03230","Pianonsoiton opettaja","Pianolärare",19.5.2011,
"X2130","Suojatyöhön hakeutuva","Person som söker skyddsarbete",19.5.2011,
"X3","Ammatinvaihtajat","Personer som byter yrke",19.5.2011,
"X31","Ammatinvaihtajat","Personer som byter yrke",19.5.2011,
"X3110","Ammatinvaihtaja","Person som byter yrke",19.5.2011,
"X3120","Ammatilliseen koulutukseen hakeutuva","Person som söker till yrkesutbildning",19.5.2011,
"X4","Vastavalmistuneet","Nyexaminerade",19.5.2011,
"X41","Vastavalmistuneet","Nyexaminerade",19.5.2011,
"X4110","Vastavalmistunut (perusaste)","Nyexaminerad",19.5.2011,
"03230","Hanurinsoiton opettaja","Lärare i dragspel",19.5.2011,
"X4120","Vastavalmistunut (lukio)","Nyexaminerad",19.5.2011,
"X4190","Muut vastavalmistuneet","Andra nyexaminerade",19.5.2011,
"X6","Maahanmuuttajakoulutukset","Invandrarutbildning",19.5.2011,
"X6110","Maahanmuuttajien kielikoulutus","Språkutbildning för invandrare",19.5.2011,
"X7","Ohjaava koulutus","Vägledande utbildning",19.5.2011,
"X7110","Työn ja koulutuksen hakuun ohjaava koulutus","Arbets- och utb.sök.färdigheter befrämjande utb.",19.5.2011,
"X7120","Ammatilliseen suunnitteluun painottuva koulutus","På yrkesval inriktad utbildning",19.5.2011,
"03230","Urkujensoiton opettaja","Lärare i orgelspel",19.5.2011,
"X7130","Työelämävalmiuksia jäsentävä ja kehittävä koulutus","På livskompetens inriktad utbildning",19.5.2011,
"X7140","Oppisopimukseen valmentava koulutus","Läroavtalsförberedande utbildning",19.5.2011,
"X7190","Muu ohjaava koulutus","Annan vägledande utbildning",19.5.2011,
"X8","Kielikoulutus (muu kuin maahanmuutt.)","Språkutbildning (alla utom invandrarna)",19.5.2011,
"X8110","Ruotsin kieli","Svenska",19.5.2011,
"X8120","Suomen kieli","Finska",19.5.2011,
"X8130","Englanti","Engelska",19.5.2011,
"X8140","Saksa","Tyska",19.5.2011,
"X8150","Ranska","Franska",19.5.2011,
"X8160","Venäjä","Ryska",19.5.2011,
"03231","Kuvaamataidon opettaja","Teckningslärare",19.5.2011,
"X8170","Espanja","Spanska",19.5.2011,
"X61","Maahanmuuttajakoulutus","Invandrarutbildning",19.5.2011,
"X71","Ohjaava koulutus","Vägledande utbildning",19.5.2011,
"X81","Kielikoulutus","Språkutbildning",19.5.2011,
"zzzzz","Koodi ei käytössä","Koden ej i bruk",19.5.2011,
"X9","Tietotekniikan peruskoulutus","Datatekniska baskunskaper",19.5.2011,
"X91","Tietotekniikan peruskoulutus","Datatekniska baskunskaper",19.5.2011,
"X9110","Tietotekniikan perusvalmiuksia kehittävä koulutus","Datatekniska baskunskaper befrämjande utbildning",19.5.2011,
"X9120","Tietokoneen ajokorttikoulutus","Datorkörkort",19.5.2011,
"03232","Taideaineiden opettaja","Lärare i estetiska ämnen",19.5.2011,
"X9190","Muu atk-koulutus","Annan adb-utbildning",19.5.2011,
"628","Rakennusalan sekatyöntekijät","Diversearbetare inom byggnadsbranschen",19.5.2011,
"62810","Sekatyöntekijä (rakennusala)","Diversearbetare (byggnadsbranschen)",19.5.2011,
"62810","Rakennusapumies","Hjälpkarl (byggnad)",19.5.2011,
"62810","Kärrääjä (rakennukset)","Kärrare (byggnad)",19.5.2011,
"62810","Laudankantaja","Brädbärare",19.5.2011,
"00135","Rakennusmestari","Byggmästare",19.5.2011,
"00135","Talonrakennusteknikko","Husbyggnadstekniker",19.5.2011,
"00150","Laatuinsinööri (rakennus)","Kvalitetsingenjör (byggnad)",19.5.2011,
"00150","Laatupäällikkö (rakennus)","Kvalitetschef (byggnad)",19.5.2011,
"03232","Kuvanveiston opettaja","Skulpturlärare",19.5.2011,
"00240","Laatuinsinööri (sähkövoima)","Kvalitetsingenjör (elkraft)",19.5.2011,
"00240","Laatupäällikkö (sähkövoima)","Kvalitetschef (elkraft)",19.5.2011,
"00311","Automaatioinsinööri","Automationsingenjör",19.5.2011,
"00316","Tietoliikenneinsinööri","Telekommunikationsingenjör",19.5.2011,
"00340","Laatuinsinööri (tele)","Kvalitetsingenjör (tele)",19.5.2011,
"00160","Työntutkimusinsinööri (rakennus)","Arbetsstudieingenjör (byggnad)",19.5.2011,
"00340","Laatupäällikkö (tele)","Kvalitetschef (tele)",19.5.2011,
"00440","Laatuinsinööri (kone)","Kvalitetsingenjör (maskin)",19.5.2011,
"00440","Laatupäällikkö (kone)","Kvalitetschef (maskin)",19.5.2011,
"00540","Laatuinsinööri (kemiallis-tekninen)","Kvalitetsingenjör (kemi-teknik)",19.5.2011,
"00540","Laatupäällikkö (kemiallis-tekninen)","Kvalitetschef (kemi-teknik)",19.5.2011,
"03232","Lausunnan opettaja","Recitationslärare",19.5.2011,
"00640","Laatuinsinööri (kaivos ja metallurgia)","Kvalitetsingenjör (gruva och metallurgi)",19.5.2011,
"00640","Laatupäällikkö (kaivos ja metallurgia)","Kvalitetschef (gruva och metallurgi)",19.5.2011,
"00740","Laatuinsinööri (muut tekniset alat)","Kvalitetsingenjör (övrig teknik)",19.5.2011,
"00740","Laatupäällikkö (muut tekniset alat)","Kvalitetschef (övrig teknik)",19.5.2011,
"00775","Biotekniikan insinööri","Ingenjör inom bioteknologi",19.5.2011,
"00970","Mittaaja","Mätkarl",19.5.2011,
"02190","Ekologi","Ekolog",19.5.2011,
"02320","Metsätaloussuunnittelija","Skogsplanerare",19.5.2011,
"03217","Talous- tai yht.kuntatieteiden opettaja","Lärare i ekonomi- eller samhällsvetenskap",19.5.2011,
"03217","Oikeustieteiden opettaja","Lärare i anslutning till rättsvetenskap",19.5.2011,
"03232","Taiteellisten aineiden opettaja","Lärare i estetiska ämnen",19.5.2011,
"03950","Kouluavustaja","Skolassistent",19.5.2011,
"06290","Editoija","Editerare",19.5.2011,
"07270","Konservaattori","Konservator",19.5.2011,
"07690","""One man's band""","""One man's band""",19.5.2011,
"09110","Analyytikko","Analytiker",19.5.2011,
"10830","Laitoshuoltaja","Anstaltsarbetare",19.5.2011,
"15290","Pakolaisohjaaja","Flyktningshandledare",19.5.2011,
"15415","Kehitysvammaisten ohjaaja","Handledare av utvecklingshämmade",19.5.2011,
"03232","Tanssin opettaja","Danslärare",19.5.2011,
"15460","Hoitoapulainen","Vårdbiträde",19.5.2011,
"22120","Työvoimaohjaaja","Arbetskraftsvägledare",19.5.2011,
"25110","Tietohallintopäällikkö","Dataförvaltningschef",19.5.2011,
"25110","Järjestelmäpäällikkö","Systemchef",19.5.2011,
"30230","Tarkkuuspiirtäjä","Precisionstecknare",19.5.2011,
"29220","Kuljetussuunnittelija","Transportplanerare",19.5.2011,
"31210","Valuutta- ja rahamarkkinadiileri","Valuta- och penningsmarknadsdealer",19.5.2011,
"31210","Korkodiileri","Räntedealer",19.5.2011,
"31220","Rahoitusasiantuntija","Finansieringsexpert",19.5.2011,
"03234","Liikunnan opettaja","Gymnastiklärare",19.5.2011,
"41290","Puutarhaharjoittelija","Trädgårdspraktikant",19.5.2011,
"44190","Piirimetsänhoitaja","Revirforstmästare",19.5.2011,
"44190","Uittopiirin esimies","Flottningsförman",19.5.2011,
"55610","Logistikko (tieliikenne)","Logistiker (vägtrafik)",19.5.2011,
"57110","Kirjeenkantaja","Brevbärare",19.5.2011,
"57110","Postimies","Postman",19.5.2011,
"57115","Postinlajittelija","Postsorterare",19.5.2011,
"59190","Venesatamanhoitaja","Småbåtshamnkapten",19.5.2011,
"64290","Monitoimikoneenkuljettaja (maanrakennus)","Flerprocessmaskinförare (anläggning)",19.5.2011,
"83990","Lataamotyöntekijä","Ammunitionstillverkare",19.5.2011,
"03235","Kaupallisten aineiden opettaja (peruskoulu)","Lärare i merkantila ämnen (grundskola)",19.5.2011,
"83990","Hylsyhuoltolantyöntekijä","Arbetare inom hylsunderhållet",19.5.2011,
"85220","Ruiskukoneenasettaja","Formsprutmaskinskötare",19.5.2011,
"85290","Flexopainaja","Flexotryckare",19.5.2011,
"94206","Siivoustyönohjaaja","Städarbetsinstruktör",19.5.2011,
"99975","Rinnetyöntekijä","Backarbetare",19.5.2011,
"03236","Teknisen työn opettaja","Lärare i tekniskt arbete",19.5.2011,
"03231","Kuvataideopettaja","Bildkonstlärare",19.5.2011,
"34368","Luontaistuotemyyjä","Försäljare (naturkostaffären)",19.5.2011,
"X24","Työnhakuvalmennus (ryhmäpalvelu)","Arbetssökningsträning (gruppservice)",19.5.2011,
"X2410","Työnhakuvalmennus (ryhmäpalveluna)","Arbetssökningsträning (gruppservice)",19.5.2011,
"15470","Perhetyöntekijä","Familjearbetare",19.5.2011,
"X6120","Ammattialalle valmentava/ohjaava koulutus","På yrkesval inriktad utbildning",19.5.2011,
"X6130","Maahanmuuttajien tietotekniikkapainott. koulutus","Datatekniska baskunskaper för invandrare",19.5.2011,
"X6190","Muu maahanmuuttajakoulutus","Annan invandrarutbildning",19.5.2011,
"03236","Teknisen käsityön opettaja","Lärare i tekniskt arbete",19.5.2011,
"X7150","Peruskoulun loppuun suorittaminen/täydentäminen","Fullgörande av grundskolestudier",19.5.2011,
"X7160","Lukion loppuun suorittaminen tai täydentäminen","Fullgörande av gymnasiestudier",19.5.2011,
"X7170","Yrittäjävalmennus","Förberedande utbildning för företagare",19.5.2011,
"X8180","Italia","Italienska",19.5.2011,
"X8190","Muu kielikoulutus","Annan språkutbildning",19.5.2011,
"03150","Tuntiopettaja","Timlärare",19.5.2011,
"05510","Notaari (hallinto)","Notarie, förvaltning",19.5.2011,
"05590","Muut notaarit","Övriga notarier",19.5.2011,
"07780","Äänimies","Ljudtekniker",19.5.2011,
"07780","Miksaaja","Mixare",19.5.2011,
"03236","Veiston opettaja","Slöjdlärare",19.5.2011,
"15445","Päiväkodin henk. koht. avustaja","Personlig hjälpare vid daghem",19.5.2011,
"21116","Franchising-yrittäjä","Franchising -företagare",19.5.2011,
"25112","Tietohallintopäällikkö","IT chef",19.5.2011,
"25112","Information Systems Manager","Information Systems Manager",19.5.2011,
"25112","IT-Manager","IT-Manager",19.5.2011,
"25112","IT-johtaja","IT-direktör",19.5.2011,
"25112","Tietojärjestelmäpäällikkö","Datasystemchef",19.5.2011,
"25113","Järjestelmäpäällikkö","Systemchef",19.5.2011,
"25113","Sovelluspäällikkö","Tillämpningschef",19.5.2011,
"25114","Tietoturvapäällikkö","Datasäkerhetschef",19.5.2011,
"03237","Kotitalousopettaja","Hushållslärare",19.5.2011,
"25114","IT Security Manager","IT Security Manager",19.5.2011,
"25115","Projektipäällikkö, tietotekniikka","Projektchef, datateknik",19.5.2011,
"25115","Project Manager","Project Manager",19.5.2011,
"25255","Ohjelmistosuunnittelija","Programplanerare",19.5.2011,
"25255","Software Designer","Software Designer",19.5.2011,
"25260","Käyttöliittymäsuunnittelija","Designare av användargränssnitt",19.5.2011,
"25260","User Interface Designer","User Interface Designer",19.5.2011,
"25265","Web-suunnittelija","Webdesigner",19.5.2011,
"25265","Internet-suunnittelija","Internet-designer",19.5.2011,
"25265","Web Designer","Web Designer",19.5.2011,
"03239","Muut aineenopettajat","Andra ämneslärare",19.5.2011,
"25265","WWW-suunnittelija","WWW-designer",19.5.2011,
"25270","Sisältösuunnittelija","Innehållsplanerare",19.5.2011,
"25270","Konseptisuunnittelija","Konceptplanerare",19.5.2011,
"25270","Concept Designer","Concept Designer",19.5.2011,
"25275","Tietoliikennesuunnittelija","Datakommunikationsplanerare",19.5.2011,
"00160","Työnsuunnittelija","Arbetsplanerare",19.5.2011,
"25275","Telecommunications Designer","Telecommunications Designer",19.5.2011,
"25280","Tietotekniikka-arkkitehti","IT-arkitekt",19.5.2011,
"26330","Velka- ja talousneuvoja","Skuld- och ekonomirådgivare",19.5.2011,
"27230","Matkailupalvelujen tuottaja","Producent av resetjänster",19.5.2011,
"03242","Liikenneopettaja","Trafiklärare",19.5.2011,
"44225","Monitoimikoneenkuljettaja (metsätyö)","Processorförare (skogsarbete)",19.5.2011,
"49910","Maa- ja metsätalouden sekatyöntekijät","Diversearbetare, jord- och skogsbruk",19.5.2011,
"55740","Lipuntarkastaja","Biljettkontrollör",19.5.2011,
"84250","Tupakkatyöntekijä","Tobakarbetare",19.5.2011,
"88340","Roudari","Roadye",19.5.2011,
"88340","Esitysteknikko","Råddare",19.5.2011,
"90615","Vartiointipäällikkö, turvallisuuspäällikkö","Bevakningschef, säkerhetschef",19.5.2011,
"90920","Hälytyskeskuksen hoitaja","Larmoperatör/Alarmcentralskötare",19.5.2011,
"993","Kasinon pelinhoitajat ja pelihallien työntekijät","Croupierer och spelhallsfunktionärer",19.5.2011,
"99310","Kasinon pelinhoitaja","Croupier vid kasino",19.5.2011,
"03242","Autokoulun opettaja","Bilskollärare",19.5.2011,
"99390","Muut kasinon pelinhoitajat, pelihallien työntekijä","Övriga croupierer och spelhallsfunktionärer",19.5.2011,
